"bandera","codigo_ISO","nombrePais","capitalPais","continente","regionPais","subregionPais","paisIndependiente","tieneMar","ONU","latitud","longitud","areaPais","sueldoMinimo_USD","salarioMinimoPorHora_USD","indicador","dimension","categoria","anio","decada","unidad","valorIndicador","pib_per_capita","poblacion","pib_total","desempleo"
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2019,2010,"Counts",1124,1958.62051528095,6483657,12699023614.24,5.472
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual Exploitation",2016,2010,"Counts",6,2131.68704828322,6232666,13286093388.48,3.9
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual Exploitation",2017,2010,"Counts",8,2182.61380995674,6316231,13785893007.48,3.3
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual Exploitation",2018,2010,"Counts",7,2035.16549390507,6400080,13025221974.23,5.2
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual Exploitation",2019,2010,"Counts",2,1958.62051528095,6483657,12699023614.24,5.472
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Serious assault",2016,2010,"Counts",1377,2131.68704828322,6232666,13286093388.48,3.9
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Serious assault",2017,2010,"Counts",1146,2182.61380995674,6316231,13785893007.48,3.3
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Serious assault",2018,2010,"Counts",987,2035.16549390507,6400080,13025221974.23,5.2
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Serious assault",2019,2010,"Counts",982,1958.62051528095,6483657,12699023614.24,5.472
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Kidnapping",2016,2010,"Counts",4,2131.68704828322,6232666,13286093388.48,3.9
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Kidnapping",2017,2010,"Counts",6,2182.61380995674,6316231,13785893007.48,3.3
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Kidnapping",2018,2010,"Counts",2,2035.16549390507,6400080,13025221974.23,5.2
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Kidnapping",2019,2010,"Counts",3,1958.62051528095,6483657,12699023614.24,5.472
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence",2016,2010,"Counts",2550,2131.68704828322,6232666,13286093388.48,3.9
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence",2017,2010,"Counts",2186,2182.61380995674,6316231,13785893007.48,3.3
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence",2018,2010,"Counts",1599,2035.16549390507,6400080,13025221974.23,5.2
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence",2019,2010,"Counts",2099,1958.62051528095,6483657,12699023614.24,5.472
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Rape",2016,2010,"Counts",1300,2131.68704828322,6232666,13286093388.48,3.9
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Rape",2017,2010,"Counts",1138,2182.61380995674,6316231,13785893007.48,3.3
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Rape",2018,2010,"Counts",902,2035.16549390507,6400080,13025221974.23,5.2
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Rape",2019,2010,"Counts",975,1958.62051528095,6483657,12699023614.24,5.472
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2016,2010,"Counts",1250,2131.68704828322,6232666,13286093388.48,3.9
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2017,2010,"Counts",1048,2182.61380995674,6316231,13785893007.48,3.3
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2018,2010,"Counts",697,2035.16549390507,6400080,13025221974.23,5.2
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2019,2010,"Counts",1124,1958.62051528095,6483657,12699023614.24,5.472
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual Exploitation",2016,2010,"Counts",6,2131.68704828322,6232666,13286093388.48,3.9
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual Exploitation",2017,2010,"Counts",8,2182.61380995674,6316231,13785893007.48,3.3
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual Exploitation",2018,2010,"Counts",7,2035.16549390507,6400080,13025221974.23,5.2
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual Exploitation",2019,2010,"Counts",2,1958.62051528095,6483657,12699023614.24,5.472
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Serious assault",2014,2010,"Counts",779,6652.25478942291,6069811,40377929295.64,5.034
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Serious assault",2015,2010,"Counts",685,5879.33792308671,6159103,36211447840.1,4.556
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Serious assault",2016,2010,"Counts",664,5775.1596339946,6249126,36089700222.95,5.255
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Serious assault",2017,2010,"Counts",652,6152.26711537703,6338660,38997129473.56,6.138
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Serious assault",2018,2010,"Counts",588,6258.44991640954,6427382,40225448340.63,6.217
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Serious assault",2019,2010,"Counts",670,5821.18199548637,6515058,37925338329.15,6.595
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Serious assault",2020,2020,"Counts",492,5365.47220721191,6603739,35432178068.18,7.548
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Serious assault",2021,2020,"Counts",578,5976.9317978996,6684182,39950899938.75,7.311
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Serious assault",2022,2020,"Counts",569,6205.6259537937,6760464,41952910858.09,6.755
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Serious assault",2023,2020,"Counts",625,6299.99026533643,6844146,43118053174.54,5.794
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Kidnapping",2014,2010,"Counts",2,6652.25478942291,6069811,40377929295.64,5.034
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Kidnapping",2015,2010,"Counts",2,5879.33792308671,6159103,36211447840.1,4.556
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Kidnapping",2016,2010,"Counts",3,5775.1596339946,6249126,36089700222.95,5.255
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Kidnapping",2017,2010,"Counts",30,6152.26711537703,6338660,38997129473.56,6.138
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Kidnapping",2018,2010,"Counts",5,6258.44991640954,6427382,40225448340.63,6.217
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Kidnapping",2019,2010,"Counts",20,5821.18199548637,6515058,37925338329.15,6.595
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Kidnapping",2020,2020,"Counts",5,5365.47220721191,6603739,35432178068.18,7.548
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Kidnapping",2021,2020,"Counts",16,5976.9317978996,6684182,39950899938.75,7.311
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Kidnapping",2022,2020,"Counts",15,6205.6259537937,6760464,41952910858.09,6.755
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Kidnapping",2023,2020,"Counts",22,6299.99026533643,6844146,43118053174.54,5.794
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Sexual violence",2014,2010,"Counts",4268,6652.25478942291,6069811,40377929295.64,5.034
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Sexual violence",2015,2010,"Counts",4964,5879.33792308671,6159103,36211447840.1,4.556
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Sexual violence",2016,2010,"Counts",4867,5775.1596339946,6249126,36089700222.95,5.255
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Sexual violence",2017,2010,"Counts",4466,6152.26711537703,6338660,38997129473.56,6.138
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Sexual violence",2018,2010,"Counts",5087,6258.44991640954,6427382,40225448340.63,6.217
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Sexual violence",2020,2020,"Counts",4777,5365.47220721191,6603739,35432178068.18,7.548
"🇵🇾","PRY","Paraguay","Asunción","South America","Americas","South America","Si","Si","Si",-23,-58,406752,349.5,2.18,"Violent offences","by type of offence","Sexual violence",2021,2020,"Counts",5313,5976.9317978996,6684182,39950899938.75,7.311
